"Fire.Year","District","Unit","Fire.Number","Fire.Name","Legal","Latitude","Longitude","Fuel.Model","County","Report.Date","General.Cause","ODF.Acres","Total.Acres"
2014,"99†-†Walker Range","Walker FPA",200,"FIRE 200","T24S R8E S24 SENE","43∞28'57""","-121∞42'24""","C","Klamath","7/2/2014 6:00","Lightning",0.01,0.01
2014,"99†-†Walker Range","Walker FPA",201,"EARLY BIRD","T25S R8E S13 SWNE","43∞24'26""","-121∞42'49""","C","Klamath","7/2/2014 6:00","Lightning",0.01,0.01
2014,"99†-†Walker Range","Walker FPA",203,"LANDFILL","T24S R8E S26 NENW","43∞28'17""","-121∞44'2""","C","Klamath","7/2/2014 6:58","Lightning",0.01,0.01
2014,"99†-†Walker Range","Walker FPA",206,"KAPP","T24S R8E S9 SWSE","43∞30'10""","-121∞46'15""","X","Klamath","7/4/2014 8:15","Miscellaneous",0,0
2014,"99†-†Walker Range","Walker FPA",207,"HACKETT/MABLE","T23S R9E S24 NWSE","43∞34'3""","-121∞35'47""","X","Klamath","7/8/2014 17:04","Miscellaneous",0.1,0.1
2014,"99†-†Walker Range","Walker FPA",212,"MP178","T23S R9E S35 NENE","43∞32'27""","-121∞34'32""","C","Klamath","7/22/2014 17:57","Lightning",0.01,0.01
2014,"99†-†Walker Range","Walker FPA",215,"IDIOTS","T23S R10E S16 NENE","43∞34'55""","-121∞31'39""","X","Klamath","7/30/2014 14:40","Debris Burning",0,0
2014,"99†-†Walker Range","Walker FPA",216,"NESE","T23S R9E S2 NESE","43∞36'28""","-121∞36'27""","C","Klamath","8/2/2014 17:04","Lightning",0.75,0.75
2014,"99†-†Walker Range","Walker FPA",218,"BITTERBRUSH","T24S R8E S25 NENE","43∞28'10""","-121∞42'21""","X","Klamath","8/4/2014 21:30","Arson",0.01,0.01
2014,"99†-†Walker Range","Walker FPA",223,"COIDC 748","T23S R11E S36 NENW","43∞32'33""","-121∞20'41""","C","Klamath","8/10/2014 20:14","Lightning",0.1,0.1
2014,"99†-†Walker Range","Walker FPA",227,"sch 5","T25S R8E S15 SWSW","43∞25'6""","-121∞45'50""","C","Klamath","8/17/2014 22:49","Lightning",0.5,0.5
2014,"99†-†Walker Range","Walker FPA",228,"WALKER RIM","T25S R10E S7 SENE","43∞25'19""","-121∞34'5""","C","Klamath","8/18/2014 13:10","Lightning",0.1,0.1
2014,"99†-†Walker Range","Walker FPA",229,"SP14-274034","T23S R10E S36 NWSE","43∞31'57""","-121∞28'27""","T","Klamath","8/28/2014 20:40","Arson",0,0
2014,"99†-†Walker Range","Walker FPA",230,"KEMP","T24S R9E S5 SWSW","43∞31'5""","-121∞40'55""","X","Klamath","9/9/2014 17:30","Recreationist",0,0
2014,"99†-†Walker Range","Walker FPA",235,"GILCHRIST","T24S R9E S20 SWNW","43∞28'50""","-121∞40'57""","X","Klamath","10/13/2014 13:25","Debris Burning",0,0
2014,"99†-†Walker Range","Walker FPA",236,"HAUSER","T24S R9E S17 NENW","43∞29'55""","-121∞40'37""","X","Klamath","10/14/2014 9:55","Debris Burning",0,0
2014,"99†-†Walker Range","Walker FPA",255,"MEADOW BS","T24S R8E S36 NENE","43∞27'11""","-121∞42'52""","L","Klamath","5/2/2014 15:45","Debris Burning",0.75,0.75
2014,"99†-†Walker Range","Walker FPA",256,"MCGOVERN","T24S R8E S36 NENE","43∞27'18""","-121∞43'1""","C","Klamath","5/7/2014 14:20","Debris Burning",3,3
2014,"99†-†Walker Range","Walker FPA",257,"WTR CLUBHOUSE","T23S R9E S1 SWNW","43∞36'54""","-121∞35'53""","X","Klamath","5/22/2014 8:20","Debris Burning",0,0
2014,"99†-†Walker Range","Walker FPA",258,"F016562","T24S R7E S18 SESE","43∞29'23""","-121∞55'36""","X","Klamath","5/31/2014 15:30","Debris Burning",0,0
2014,"99†-†Walker Range","Walker FPA",259,"F016563","T24S R9E S30 SENE","43∞'""","-121∞'""","X","Klamath","6/1/2014 17:28","Debris Burning",0,0
2014,"99†-†Walker Range","Walker FPA",261,"RHODODENDRON ST","T24S R9E S19 SENE","43∞28'49""","-121∞41'2""","X","Klamath","6/2/2014 15:09","Debris Burning",0,0
2014,"99†-†Walker Range","Walker FPA",262,"VISTA WAY","T24S R7E S7 NWNE","43∞30'34""","-121∞55'14""","X","Klamath","6/18/2014 17:50","Debris Burning",0,0
2014,"99†-†Walker Range","Walker FPA",263,"HOLCOMB","T26S R7E S1 NESW","43∞20'0""","-121∞50'59""","C","Klamath","6/18/2014 13:23","Debris Burning",0.25,0.25
2013,"51†-†Tillamook","Tillamook",9,"LAKE BLVD","T2N R10W S29 NESW","45∞38'""","-123∞56'""","L","Tillamook","7/19/2013 17:00","Miscellaneous",0.01,0.01
2013,"51†-†Tillamook","Tillamook",24,"SOUTH JETTY","T1N R10W S20 NESW","45∞33'30""","-123∞56'7""","A","Tillamook","8/3/2013 16:37","Recreationist",0.84,0.84
2013,"51†-†Tillamook","Tillamook",30,"MP 25 FIRE","T1N R7W S1 NWSW","45∞35'53""","-123∞30'2""","H","Tillamook","8/10/2013 6:10","Recreationist",0.08,0.08
2013,"51†-†Tillamook","Tillamook",38,"WILSON GABIAN FIRE","T1S R9W S13 SESE","45∞28'41""","-123∞43'26""","A","Tillamook","8/20/2013 15:13","Miscellaneous",0.01,0.01
2013,"51†-†Tillamook","Tillamook",52,"HORIZON VIEW","T5S R11W S12 NWSE","45∞9'6""","-123∞58'16""","J","Tillamook","8/30/2013 13:53","Debris Burning",0.08,0.08
2013,"51†-†Tillamook","Tillamook",57,"BALMER LANE","T4S R10W S13 NWNW","45∞13'38""","-123∞51'51""","L","Tillamook","4/24/2013 12:30","Debris Burning",0.5,0.5
2013,"51†-†Tillamook","Tillamook",62,"CEDAR CREEK RV","T1N R7W S08 NESE","45∞34'52""","-123∞33'40""","X","Tillamook","9/12/2013 13:52","Equipment Use",0.06,0.06
2013,"51†-†Tillamook","Tillamook",65,"NORTH BUTTE CREEK","T5S R10W S7 SESE","45∞8'52""","-123∞57'4""","J","Tillamook","11/24/2013 7:22","Debris Burning",2,2
2013,"52†-†Astoria","Astoria",2,"Franklin Fire","T5N R8W S15 NWNE","45∞55'3""","-123∞39'25""","J","Clatsop","7/8/2013 14:00","Equipment Use",0.01,0.01
2013,"52†-†Astoria","Astoria",5,"Dow Lane","T8N R9W S32 NWNW","46∞8'24""","-123∞50'2""","X","Clatsop","7/22/2013 9:35","Debris Burning",0.01,0.01
2013,"52†-†Astoria","Astoria",10,"Rock Creek","T8N R7W S15 SWSE","46∞10'31""","-123∞31'54""","H","Clatsop","8/2/2013 15:05","Recreationist",0.01,0.01
2013,"52†-†Astoria","Astoria",13,"Chair Fire","T8N R7W S13 SWNE","46∞10'44""","-123∞29'51""","H","Clatsop","8/7/2013 9:30","Recreationist",0.01,0.01
2013,"52†-†Astoria","Astoria",18,"Pacific Vista","T6N R10W S14 NENE","46∞0'38""","-123∞52'47""","J","Clatsop","8/12/2013 19:30","Miscellaneous",0.01,0.01
2013,"52†-†Astoria","Astoria",19,"Mile Post 6 Fire","T5N R9W S17 SWSE","45∞55'4""","-123∞49'28""","F","Clatsop","8/18/2013 15:15","Smoking",0.13,0.13
2013,"52†-†Astoria","Astoria",20,"Highway 30 Fire","T8N R9W S13 NENE","46∞10'37""","-123∞44'36""","H","Clatsop","8/23/2013 9:50","Miscellaneous",0,0.01
2013,"52†-†Astoria","Astoria",21,"Scan Can # 1 Fire","T8N R9W S14 NENE","46∞10'37""","-123∞45'52""","H","Clatsop","8/23/2013 3:20","Recreationist",0.01,0.01
2013,"52†-†Astoria","Astoria",22,"Green Hornet Fire","T7N R9W S2 SWNE","46∞7'8""","-123∞45'54""","H","Clatsop","8/30/2013 9:45","Miscellaneous",0.01,0.01
2013,"52†-†Astoria","Astoria",24,"Porter Ridge Fire","T7N R6W S23 SWSW","46∞4'15""","-123∞24'8""","H","Clatsop","9/6/2013 7:30","Lightning",0.01,0.01
2013,"52†-†Astoria","Astoria",25,"Roadside Fire","T6N R6W S25 NENW","45∞58'51""","-123∞22'28""","L","Clatsop","9/19/2013 12:30","Miscellaneous",0.2,0.2
2013,"52†-†Astoria","Astoria",27,"KAUPPI MAINLINE","T5N R6W S12 SWNE","45∞55'54""","-123∞22'8""","K","Clatsop","10/30/2013 5:33","Equipment Use",1.2,1.2
2013,"52†-†Astoria","Astoria",28,"High Humbug","T5N R8W S16 SWNW","45∞55'8""","-123∞41'13""","K","Clatsop","11/23/2013 11:35","Debris Burning",0.47,0.47
2013,"52†-†Astoria","Astoria",44,"Cougar","T4N R8W S9 SWNW","45∞50'23""","-123∞40'24""","I","Clatsop","5/10/2013 22:04","Debris Burning",0.02,0.02
2013,"53†-†Forest Grove","Columbia City",1,"Hwy 30/Heath Road #1","T7N R3W S14 SWNW","46∞5'45""","-123∞1'20""","L","Columbia","7/1/2013 11:57","Miscellaneous",0.01,0.01
2013,"53†-†Forest Grove","Forest Grove",5,"Scoggins Valley Brush Fi","T1S R5W S12 NESE","45∞29'55""","-123∞14'31""","L","Washington","7/12/2013 21:58","Recreationist",0.01,0.01
2013,"53†-†Forest Grove","Columbia City",6,"Pisgah Home #1","T3N R2W S06 NENW","45∞46'42""","-122∞58'55""","F","Columbia","7/7/2013 20:30","Miscellaneous",0.02,0.02
2013,"53†-†Forest Grove","Columbia City",7,"Walker Rd. #1","T4N R2W S16 SENE","45∞49'58""","-122∞55'56""","A","Columbia","7/8/2013 22:29","Miscellaneous",0.01,0.01
2013,"53†-†Forest Grove","Forest Grove",8,"Crusher Fire","T1N R6W S25 NWNW","45∞32'53""","-123∞22'36""","I","Washington","7/21/2013 21:27","Recreationist",0,0.5
2013,"53†-†Forest Grove","Columbia City",8,"Whitney Rd #1","T6N R3W S14 NESE","46∞0'9""","-123∞0'53""","J","Columbia","7/12/2013 14:45","Miscellaneous",0.3,0.3
2013,"53†-†Forest Grove","Columbia City",18,"Clatskanie Hill #1","T7N R4W S15 NWNE","46∞5'57""","-123∞9'39""","L","Columbia","7/20/2013 15:42","Equipment Use",0.01,0.01
2013,"53†-†Forest Grove","Columbia City",22,"Nicolai Cutoff Road #1","T6N R2W S14 NENE","46∞0'34""","-122∞53'13""","L","Columbia","7/25/2013 13:35","Equipment Use",0.01,0.01
2013,"53†-†Forest Grove","Columbia City",31,"North 6th St. #1","T5N R1W S33 NESE","45∞52'17""","-122∞48'25""","L","Columbia","8/11/2013 13:30","Recreationist",0.01,0.01
2013,"53†-†Forest Grove","Columbia City",32,"Bacona Rd. #1","T4N R3W S32 SWSW","45∞46'56""","-123∞5'19""","I","Columbia","8/16/2013 7:35","Recreationist",0.95,0.95
2013,"53†-†Forest Grove","Columbia City",33,"HWY 30 MP58#1","T7N R4W S14 SENE","45∞5'41""","-123∞8'9""","L","Columbia","8/18/2013 13:56","Equipment Use",0.01,0.01
2013,"53†-†Forest Grove","Columbia City",43,"Otto Miller Road #1","T3N R2W S18 SWSE","45∞44'19""","-122∞58'39""","L","Columbia","9/4/2013 10:41","Equipment Use",0.01,0.01
2013,"53†-†Forest Grove","Columbia City",44,"Dowd Road #1","T4N R2W S3 NWSW","45∞51'29""","-122∞55'30""","H","Columbia","9/5/2013 2:20","Lightning",0.01,0.01
2013,"53†-†Forest Grove","Columbia City",45,"Howard Drive","T7N R4W S8 SWNW","46∞6'25""","-123∞12'47""","X","Columbia","9/5/2013 17:48","Lightning",0.01,0.01
2013,"53†-†Forest Grove","Columbia City",48,"Diblee Beach #1","T7N R3W S1 SWSE","46∞6'52""","-122∞59'49""","X","Columbia","9/12/2013 17:11","Railroad",0.01,0.01
2013,"53†-†Forest Grove","Columbia City",52,"Fishhawk Creek #1","T7N R5W S29 NWNW","46∞4'0""","-123∞20'30""","H","Columbia","11/19/2013 16:45","Recreationist",0.01,0.01
2013,"53†-†Forest Grove","Forest Grove",57,"Pevine Rd Burn","T4S R5W S18 NWNE","45∞13'41""","-123∞20'52""","H","Yamhill","11/22/2013 22:00","Debris Burning",0,0.05
2013,"53†-†Forest Grove","Forest Grove",58,"Longview Slash Pile","T4N R7W S33 SENE","45∞47'2""","-123∞32'48""","J","Clatsop","11/23/2013 12:15","Debris Burning",0,18
2013,"53†-†Forest Grove","Columbia City",81,"McDermott Road #1","T5N R2W S03 SENW","45∞56'50""","-122∞55'10""","L","Columbia","3/31/2013 17:30","Debris Burning",1.6,1.6
2013,"53†-†Forest Grove","Forest Grove",104,"LEVI WHITE BURN","T2N R4W S02 NESW","45∞41'5""","-123∞8'51""","F","Washington","4/29/2013 16:00","Debris Burning",0,1
2013,"53†-†Forest Grove","Forest Grove",108,"Lousignont Landing Fire","T3N R5W S17 NWSE","45∞44'35""","-123∞19'44""","K","Washington","5/5/2013 16:24","Recreationist",0,0.2
2013,"53†-†Forest Grove","Forest Grove",109,"Rocky Ford Burn","T2S R5W S26 SENE","45∞22'8""","-123∞15'46""","X","Yamhill","5/6/2013 11:14","Debris Burning",0,0.01
2013,"55†-†Western Oregon","Philomath",1,"Berry Creek","T10S R5W S16 SWNW","44∞42'16""","-123∞18'51""","I","Benton","7/10/2013 12:50","Equipment Use",0.01,0.01
2013,"55†-†Western Oregon","Toledo",1,"Land Fill Fire","T11S R10W S20 SENW","44∞36'11""","-123∞55'54""","X","Lincoln","7/11/2013 20:30","Miscellaneous",0.4,0.4
2013,"55†-†Western Oregon","Dallas",3,"Ash Creek Fire","T6S R6W S6 NENE","45∞5'10""","-123∞27'31""","L","Yamhill","7/19/2013 12:53","Equipment Use",0.1,2.25
2013,"55†-†Western Oregon","Toledo",3,"Lincoln City Beach Fire","T7S R11W S27 SWSW","44∞56'12""","-124∞1'28""","X","Lincoln","7/14/2013 14:07","Recreationist",0.01,0.01
2013,"55†-†Western Oregon","Philomath",4,"Columbine Drive","T11S R6W S34 SWSE","44∞33'57""","-123∞24'3""","L","Benton","7/29/2013 15:30","Smoking",0.14,0.14
2013,"55†-†Western Oregon","Toledo",4,"40th Street","T11S R11W S20 NENE","44∞36'19""","-124∞2'37""","H","Lincoln","7/14/2013 11:13","Smoking",0.01,0.01
2013,"55†-†Western Oregon","Toledo",5,"Immonen Rd. Fire","T8S R11W S24 SENE","44∞51'56""","-123∞59'3""","H","Lincoln","7/14/2013 21:32","Recreationist",0.02,0.02
2013,"55†-†Western Oregon","Dallas",8,"Boulder 21","T7S R8W S36 NWNW","44∞55'25""","-123∞37'2""","J","Polk","7/25/2013 13:30","Equipment Use",0.01,0.01
2013,"55†-†Western Oregon","Toledo",9,"Logsden Barrel Fire","T10S R10W S11 NWSW","44∞42'57""","-123∞53'13""","F","Lincoln","7/28/2013 13:43","Debris Burning",0.01,0.01
2013,"55†-†Western Oregon","Toledo",10,"1016 Equipment Fire","T12S R9W S29 SWNE","44∞29'52""","-123∞48'32""","X","Lincoln","7/16/2013 12:00","Equipment Use",0.01,0.01
2013,"55†-†Western Oregon","Toledo",11,"Patterson Driftwood Fire","T13S R12W S25 SWNW","44∞24'49""","-124∞5'1""","X","Lincoln","8/2/2013 17:59","Recreationist",0.01,0.01
2013,"55†-†Western Oregon","Philomath",13,"Cheyenne Creek","T13S R6W S17 SENE","44∞26'40""","-123∞26'21""","H","Benton","9/6/2013 12:30","Lightning",0.1,0.1
2013,"55†-†Western Oregon","Toledo",13,"South Bay Rd. Fire","T11S R10W S29 SENW","44∞35'29""","-123∞55'54""","J","Lincoln","8/5/2013 5:25","Debris Burning",0.01,0.01
2013,"55†-†Western Oregon","Dallas",14,"Ridgeway Road Fire","T6S R6W S29 NENW","45∞1'40""","-123∞27'6""","L","Polk","8/9/2013 18:30","Miscellaneous",0.15,0.15
2013,"55†-†Western Oregon","Philomath",15,"Decker Ridge Strike","T12S R6W S33 NESE","44∞28'54""","-123∞24'53""","H","Benton","9/7/2013 11:00","Lightning",0.01,0.01
2013,"55†-†Western Oregon","Dallas",16,"Butler Hill Fire","T6S R6W S35 NWSW","45∞0'20""","-123∞23'48""","L","Polk","8/17/2013 13:15","Equipment Use",32,32
2013,"55†-†Western Oregon","Toledo",18,"1040 Road Fire","T13S R9W S05 SWNE","44∞28'25""","-123∞48'28""","I","Lincoln","8/13/2013 2:45","Recreationist",1,1
2013,"55†-†Western Oregon","Dallas",19,"17000 Falls City Rd Fire","T8S R6W S23 NESW","44∞51'35""","-123∞23'29""","L","Polk","8/31/2013 14:35","Debris Burning",2.02,2.02
2013,"55†-†Western Oregon","Dallas",21,"Butler Hill Two","T6S R6W S35 NWSW","45∞0'20""","-123∞22'40""","F","Polk","9/5/2013 17:41","Debris Burning",0.01,0.01
2013,"55†-†Western Oregon","Philomath",22,"Dawson Road","T14S R6W S15 SWNE","44∞21'18""","-123∞23'57""","H","Benton","9/20/2013 12:27","Equipment Use",0.1,0.1
2013,"55†-†Western Oregon","Dallas",22,"Weston Road","T8S R5W S18 SENE","44∞52'40""","-123∞20'25""","L","Polk","9/8/2013 13:37","Miscellaneous",0.1,0.1
2013,"55†-†Western Oregon","Toledo",22,"48th Access Fire","T7S R11W S27 NWSW","44∞56'1""","-124∞1'28""","X","Lincoln","8/21/2013 11:58","Recreationist",0.01,0.01
2013,"55†-†Western Oregon","Dallas",23,"Frost Road","T8S R6W S34 NENW","44∞50'25""","-123∞24'42""","F","Polk","4/24/2013 13:35","Debris Burning",0.7,0.7
2013,"55†-†Western Oregon","Dallas",23,"Treehouse Road","T8S R5W S30 NESE","44∞50'43""","-123∞20'26""","H","Polk","9/9/2013 14:45","Debris Burning",0.5,0.5
2013,"55†-†Western Oregon","Dallas",24,"Gooseneck Road","T7S R6W S36 SESE","45∞0'29""","-123∞29'8""","J","Polk","5/4/2013 13:23","Recreationist",19,19
2013,"55†-†Western Oregon","Dallas",26,"Pioneer Trash","T7S R6W S13 SENE","44∞57'56""","-123∞21'28""","F","Polk","5/8/2013 13:05","Debris Burning",0.02,0.02
2013,"55†-†Western Oregon","Dallas",27,"Fort Hill Road","T5S R7W S35 SWSW","45∞5'20""","-123∞31'21""","F","Polk","5/11/2013 14:30","Debris Burning",0.1,0.1
2013,"55†-†Western Oregon","Toledo",27,"North Stott","T7S R9W S35 NENE","44∞55'30""","-123∞44'49""","J","Lincoln","10/6/2013 10:51","Debris Burning",49.56,49.56
2013,"55†-†Western Oregon","Dallas",28,"Salt Creek","T7S R5W S08 SWSE","44∞58'24""","-123∞19'17""","J","Polk","6/8/2013 21:30","Debris Burning",0.5,0.5
2013,"55†-†Western Oregon","Toledo",30,"2200 Road Fire","T7S R11W S26 NWNW","44∞56'43""","-124∞0'23""","I","Lincoln","6/5/2013 16:05","Miscellaneous",0.1,0.1
2013,"55†-†Western Oregon","Toledo",32,"Logsden Grass Fire","T10S R8W S07 SESE","44∞43'8""","-123∞42'35""","L","Lincoln","6/30/2013 14:20","Miscellaneous",0.1,0.1
2013,"55†-†Western Oregon","Philomath",33,"Honey Grove Hobbit","T14S R7W S4 SESE","44∞22'38""","-123∞32'16""","J","Benton","4/25/2013 15:05","Equipment Use",24.9,24.9
2013,"55†-†Western Oregon","Philomath",34,"Ol Pioneer","T12S R6W S28 NESW","44∞29'49""","-123∞25'35""","X","Benton","5/3/2013 9:50","Equipment Use",0.01,0.01
2013,"55†-†Western Oregon","Philomath",35,"Bruce Power","T14S R6W S1 NENE","44∞23'15""","-123∞21'21""","J","Benton","5/12/2013 16:00","Equipment Use",0.75,0.75
2013,"55†-†Western Oregon","Philomath",36,"Ernest Creek","T13S R7W S21 NESE","44∞25'24""","-123∞32'13""","R","Benton","6/10/2013 15:45","Debris Burning",0.01,0.01
2013,"58†-†North Cascade","Molalla",2,"BEAVERCREEK DITCH","T4S R3E S30 NESE","45∞11'32""","-122∞28'24""","L","Clackamas","7/8/2013 15:13","Equipment Use",0.02,0.02
2013,"58†-†North Cascade","Molalla",4,"CONCRETE","T5S R2E S8 NWSW","45∞8'54""","-122∞36'37""","L","Clackamas","7/12/2013 17:35","Miscellaneous",0.25,0.25
2013,"58†-†North Cascade","Molalla",5,"Wilhoit","T5S R2E S29 NWSE","45∞6'28""","-122∞35'17""","F","Clackamas","7/16/2013 15:15","Equipment Use",0.1,0.1
2013,"58†-†North Cascade","Santiam",5,"BORDER FIRE","T11S R2E S4 SESW","44∞37'47""","-122∞34'29""","H","Linn","7/15/2013 17:45","Recreationist",0.02,0.02
2013,"58†-†North Cascade","Santiam",7,"MUD PUPPY","T10S R6E S22 SWNE","44∞41'40""","-122∞3'51""","H","Linn","7/19/2013 10:30","Smoking",0.01,0.01
2013,"58†-†North Cascade","Molalla",9,"OFF RAMP","T2N R7E S21 SWSE","45∞38'5""","-121∞57'1""","L","Multnomah","7/18/2013 10:45","Equipment Use",0.02,0.02
2013,"58†-†North Cascade","Santiam",9,"HAVEN ACRES","T7S R1E S19 SWNE","44∞56'32""","-122∞43'42""","F","Marion","7/21/2013 14:45","Miscellaneous",0.5,0.5
2013,"58†-†North Cascade","Molalla",10,"Bluhm","T3S R3E S31 NENE","45∞16'16""","-122∞28'41""","J","Clackamas","7/18/2013 15:35","Debris Burning",0.1,0.1
2013,"58†-†North Cascade","Molalla",11,"HAY TRAILER","T3S R2E S36 SESW","45∞15'38""","-122∞30'36""","H","Clackamas","7/18/2013 16:36","Equipment Use",0.2,0.2
2013,"58†-†North Cascade","Santiam",12,"FOREST RIDGE ROAD","T6S R1W S36 NWNE","44∞59'52""","-122∞44'30""","X","Marion","8/2/2013 16:00","Debris Burning",0.01,0.01
2013,"58†-†North Cascade","Molalla",15,"TUMALA","T3S R4E S36 SESE","45∞15'43""","-122∞15'14""","F","Clackamas","7/26/2013 18:50","Debris Burning",0.1,0.1
2013,"58†-†North Cascade","Molalla",16,"SAWTELL ROAD PILE","T6S R2E S26 SENE","45∞1'23""","-122∞32'25""","X","Clackamas","7/26/2013 19:25","Debris Burning",0.02,0.02
2013,"58†-†North Cascade","Santiam",20,"Real McCoy","T10S R7E S8 NESE","44∞43'8""","-121∞58'21""","H","Marion","8/10/2013 8:30","Lightning",0.01,0.01
2013,"58†-†North Cascade","Molalla",21,"JOYCE LAKE","T7S R5E S19 NWSW","44∞56'44""","-122∞14'58""","G","Clackamas","8/2/2013 18:10","Recreationist",0.02,0.02
2013,"58†-†North Cascade","Santiam",21,"Tunnel Fire","T10S R7E S16 SENW","44∞42'40""","-121∞58'8""","H","Marion","8/10/2013 16:00","Lightning",0.01,0.01
2013,"58†-†North Cascade","Santiam",22,"PIGEONS PUFFER","T10S R7E S21 NENW","44∞41'48""","-121∞57'39""","K","Marion","8/10/2013 18:30","Lightning",0.01,0.01
2013,"58†-†North Cascade","Santiam",26,"6 BY 7 RUBISH","T10S R5E S16 NWSW","44∞44'2""","-122∞12'2""","X","Marion","8/13/2013 17:30","Debris Burning",0.01,0.01
2013,"58†-†North Cascade","Santiam",31,"2,000 STUMPS","T10S R3E S29 NWSE","44∞39'59""","-122∞28'18""","K","Linn","8/20/2013 13:00","Equipment Use",0.01,0.01
2013,"58†-†North Cascade","Santiam",35,"NEAL CREEK RUBISH FIRE","T10S R1E S23 SENW","44∞41'14""","-122∞39'23""","H","Linn","9/5/2013 12:00","Recreationist",0.01,0.01
2013,"58†-†North Cascade","Molalla",36,"CAMP CREEK","T7S R4E S13 NWSW","44∞57'37""","-122∞16'6""","H","Clackamas","8/31/2013 18:44","Lightning",0.25,0.25
2013,"58†-†North Cascade","Santiam",36,"BAT FIRE","T10S R3E S3 SWNE","44∞43'50""","-122∞25'36""","G","Linn","9/6/2013 13:30","Lightning",0.08,0.08
2013,"58†-†North Cascade","Molalla",37,"GEORGE HAY","T3S R5E S19 NENE","45∞17'41""","-122∞13'56""","L","Clackamas","9/1/2013 17:14","Equipment Use",0.5,0.5
2013,"58†-†North Cascade","Santiam",38,"HOOK AND EYE LANE FIRE","T9S R2E S20 NWSE","44∞46'25""","-122∞35'13""","X","Linn","9/8/2013 14:15","Debris Burning",0.01,0.01
2013,"58†-†North Cascade","Santiam",39,"Gates School Debris","T9S R3E S35 NENE","44∞44'27""","-122∞24'37""","X","Linn","9/16/2013 14:30","Debris Burning",0.05,0.05
2013,"58†-†North Cascade","Santiam",44,"SILVER FALLS SMOKER","T8S R1E S21 SESW","44∞51'17""","-122∞42'1""","J","Marion","9/20/2013 10:30","Debris Burning",0.25,0.25
2013,"58†-†North Cascade","Molalla",46,"UNION MILLS 1","T4S R2E S35 NWSE","45∞10'37""","-122∞31'58""","L","Clackamas","9/20/2013 13:45","Debris Burning",0.1,0.1
2013,"58†-†North Cascade","Molalla",47,"Wildcat Mtn Trio","T3S R6E S8 SENW","45∞19'34""","-122∞5'55""","J","Clackamas","10/18/2013 7:00","Debris Burning",50,50
2013,"58†-†North Cascade","Molalla",48,"Williams Lake","T5S R4E S30 SWNW","45∞6'26""","-122∞21'5""","J","Clackamas","10/21/2013 8:30","Debris Burning",106,106
2013,"58†-†North Cascade","Molalla",49,"Middle Fork","T7S R4E S2 NENE","44∞59'35""","-122∞16'51""","J","Clackamas","10/19/2013 9:00","Debris Burning",32,32
2013,"58†-†North Cascade","Molalla",50,"Falls Creek Fire","T4S R5E S10 NWNW","45∞13'58""","-122∞11'29""","J","Clackamas","11/23/2013 7:30","Debris Burning",10,10
2013,"58†-†North Cascade","Santiam",50,"COYOTE RIDGE","T7S R1E S15 SENW","44∞57'46""","-122∞40'20""","H","Marion","6/5/2013 18:10","Debris Burning",1,1
2013,"58†-†North Cascade","Molalla",122,"Hwy 211 mp 29","T4S R4E S16 NWNE","45∞13'59""","-122∞19'29""","L","Clackamas","5/2/2013 15:15","Equipment Use",0.1,0.1
2013,"58†-†North Cascade","Molalla",123,"QUATTRO DE MAYO","T3S R4E S24 NENE","45∞18'1""","-122∞15'27""","F","Clackamas","5/4/2013 11:15","Equipment Use",8,8
2013,"58†-†North Cascade","Molalla",125,"COOPER RD","T6S R2E S33 NENW","45∞0'41""","-122∞33'55""","J","Clackamas","5/4/2013 16:21","Debris Burning",0.5,0.5
2013,"58†-†North Cascade","Molalla",127,"4610 RD","T4S R5E S18 SWNW","45∞13'29""","-122∞14'46""","R","Clackamas","5/11/2013 16:03","Equipment Use",0.5,0.5
2013,"58†-†North Cascade","Molalla",128,"Brooks Lane","T4S R3E S17 NESE","45∞13'14""","-122∞27'33""","L","Clackamas","6/6/2013 14:00","Debris Burning",0.1,0.1
2013,"58†-†North Cascade","Molalla",129,"BLACKBERRY","T2S R4E S35 NWNE","45∞21'31""","-122∞16'43""","J","Clackamas","6/9/2013 15:00","Debris Burning",0.5,0.5
2013,"58†-†North Cascade","Molalla",131,"COX ROAD","T4S R4E S30 NESW","45∞11'36""","-122∞21'48""","L","Clackamas","6/22/2013 14:16","Debris Burning",0.2,0.2
2013,"71†-†Southwest","Medford",1,"Salt Creek346(PP#B15447)","T36S R2E S18 SENW","42∞26'30""","-122∞37'58""","A","Jackson","7/1/2013 10:48","Equipment Use",0.01,0.01
2013,"71†-†Southwest","Medford",5,"Sardine Creek","T35S R3W S1 SESW","42∞32'15""","-123∞2'51""","I","Jackson","7/2/2013 15:14","Equipment Use",0.15,0.14
2013,"71†-†Southwest","Medford",6,"Skate Park","T37S R2W S29 SWSW","42∞18'59""","-122∞58'12""","A","Jackson","7/2/2013 16:52","Juveniles",0.09,0.09
2013,"71†-†Southwest","Medford",7,"I-5 MP 43","T36S R3W S19 SENW","42∞25'38""","-123∞6'20""","A","Jackson","7/3/2013 11:59","Equipment Use",0.01,0.01
2013,"71†-†Southwest","Medford",8,"Hwy 62","T36S R1W S9 SENE","42∞27'27""","-122∞49'17""","A","Jackson","7/3/2013 15:18","Equipment Use",0.1,0.1
